player_id,player_name,xT
13881,Eva Sofia Jakobsson,0.39215064554432855
24707,Emilie Marie Woldvik,0.38098348563165785
224822,Jutta Rantala,0.3802832936558492
32469,Hildur Antonsdóttir,0.37874091793332537
324158,Martyna Wiankowska,0.3674874349631381
34872,Inês Teixeira Pereira,0.3634488637689785
4649,Esme Beth Morgan,0.3467918166787972
135150,Kelly Gago,0.3428858369107421
34499,Hanna Ulrika Bennison,0.3403811323682646
32699,Josefine Hasbo,0.33815252824996367
62904,Andreia Martins Faria,0.3270806241299436
15704,Lily Woodham,0.3249872408283357
62905,Catarina Amado,0.3200178921304992
25544,Valentina Bergamaschi,0.3074536403524586
276443,Kathrine Møller Kühl,0.30172779547444556
19779,Rhiannon Roberts,0.2981138213381349
32405,Rebecka Blomqvist,0.2949052654501814
10271,Griedge Mbock Bathy Nka,0.2871645302701856
24883,Sydney Lohmann,0.28598158376833105
338840,Oliwia Woś,0.2853746651728665
257837,Elena Dhont,0.28212244970756967
63783,Caitlin Dijkstra,0.27653281243166317
53440,Esther Morgan,0.24276269946240664
218610,Franziska Kett,0.23597242292915355
416813,Justine Kvaleng Kielland,0.2286099028726245
402037,Sædís Rún Heiðarsdóttir,0.22389017032420608
42836,Ella Powell,0.22173974854684214
18153,Alisha Lehmann,0.21992480261402908
32207,Kayla Joan Zophia Adamek,0.2188192723089268
401645,Mathilde Hauge Harviken,0.2120510948701745
21023,Amanda Nildén,0.2059645656692406
410296,Klaudia Jedlińska,0.2030113761887102
47006,Sophia Kleinherne,0.20152372105719016
224166,Ellen Wangerheim,0.1931908905382677
46725,Dominika Grabowska,0.1920380846841879
66399,Guðný Árnadóttir,0.18623598553098145
46722,Julie Piga,0.1855913265696282
142952,Hafrún Rakel Halldórsdóttir,0.18248609444916591
142944,Lúcia Catarina Sousa Alves,0.1755787225322093
482093,Beatriz Pina Fonseca,0.17200934365971254
10103,Tinne De Caigny,0.1670320575806126
443942,Wiktoria Zieniewicz,0.16362257167042055
482153,Milena Kokosz,0.16290963817354487
276901,Sarah Wijnants,0.15976228265652098
270200,Lou Bogaert,0.1561905676870953
19501,Hayley Ladd,0.15452563014962364
482155,Klaudia Słowińska,0.12566240311547835
10399,Kathrin Julia Hendrich,0.122766234144069
95784,Cora Zicai,0.12274901036016145
10140,Dolores Isabel Jacome Silva,0.11834794837369728
276900,Ella Van Kerkhoven,0.09488027303038296
142776,Cornelia Kramer,0.08435548940392139
135953,Jassina Blom,0.08086498067662393
47541,Damaris Berta Egurrola Wienke,0.07750248094633641
10109,Sanne Troelsgaard-Nielsen,0.06996981150226433
31167,Paulina Dudek,0.0689629799076988
26585,Annamaria Serturini,0.06329286605789029
416811,Marthine Østenstad,0.04640485501685375
62910,Ana Rita Silva Seiça,0.043876614235013864
135254,Weronika Zawistowska,0.040653454350703104
49646,Lois Joel,0.03358281178823761
10661,Renate Jansen,0.02976523008573647
276904,Kassandra Ndoutou Eboa Missipo,0.02505467788409582
393018,Anni Hartikainen,0.024960323597720595
392281,Maaria Roth,0.023819291610433765
225028,Amanda Jacobsen Andradóttir,0.01478837240095197
32468,Áslaug Munda Gunnlaugsdóttir,0.014587795768838853
225177,Berglind Rós Ágústsdóttir,0.014317306747618974
10105,Davina Philtjens,0.010702227315525878
145044,Maite Zubieta Aranbarri,0.0068685544965348885
21230,Elise Hughes,0.0027693590171939627
15549,Sophie Louise Ingle,0.0023821654183425077
25513,Lucía García Córdoba,0.001951397132746073
224854,Vilma Emilia Koivisto,0.00021904481668114686
